complaint_id,fraud_timestamp,filed_at,victim_pin,victim_district,victim_state,fraud_type,amount_defrauded,bank_mentioned,complaint_text,status,ncrb_motive_total,ncrb_hist_total_2019_2021,ncrb_trend_2019_2021,ncrb_crime_rate_2022,ncrb_chargesheet_rate_2022
COMP-2024-27399,2024-05-03 16:00:00,2024-05-03 18:20:00,387084,South Goa,Goa,INVESTMENT_FRAUD,5000000.0,KOTAK,"I invested Rs 5,000,000 through KOTAK into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Arjun Joshi.",FILED,31.0,0.0,0.0,172.8,75.9
COMP-2024-27400,2024-03-21 17:00:00,2024-03-21 18:34:00,466765,Visakhapatnam,Andhra Pradesh,KYC_SCAM,49756.06,AXIS,"I got a call saying my AXIS KYC will expire and after sharing OTP Rs 49,756 was withdrawn. This is Pooja Sharma reporting the incident.",CASH_TRACED,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-27401,2024-12-14 22:00:00,2024-12-15 04:33:00,767348,Agra,Uttar Pradesh,OTP_FRAUD,1815.73,ICICI,"Someone called claiming to be from ICICI and asked for my OTP, after which Rs 1,816 was transferred out of my account. Complainant: Ravi Patel.",FILED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-27402,2024-03-14 18:00:00,2024-03-14 21:03:00,411458,North Goa,Goa,KYC_SCAM,13862.86,IDBI,"I got a call saying my IDBI KYC will expire and after sharing OTP Rs 13,863 was withdrawn. This is Deepa Mehta reporting the incident.",CASH_TRACED,31.0,0.0,0.0,172.8,75.9
COMP-2024-27403,2024-05-06 14:00:00,2024-05-06 18:10:00,843769,West Garo Hills,Meghalaya,KYC_SCAM,140582.21,ICICI,"I got a call saying my ICICI KYC will expire and after sharing OTP Rs 140,582 was withdrawn. This is Manoj Sharma reporting the incident.",CASH_TRACED,39.0,3.0,0.0,87.6,26.9
COMP-2024-27404,2024-08-20 11:00:00,2024-08-20 12:21:00,157723,South Andaman,Andaman and Nicobar Islands,JOB_SCAM,7624.79,AXIS,"I, Anjali Joshi, paid Rs 7,625 as a registration fee for a work-from-home job offer via AXIS and the recruiter has since stopped responding.",UNDER_INVESTIGATION,3.0,1.0,-1.0,114.4,83.9
COMP-2024-27405,2024-01-17 10:00:00,2024-01-17 13:27:00,968486,Lucknow,Uttar Pradesh,OTP_FRAUD,4902.92,AXIS,"Someone called claiming to be from AXIS and asked for my OTP, after which Rs 4,903 was transferred out of my account. Complainant: Vikram Gupta.",CASH_TRACED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-27406,2024-04-25 14:00:00,2024-04-25 18:33:00,958815,Vijayawada (NTR),Andhra Pradesh,UPI_FRAUD,32514.34,KOTAK,"I, Amit Kumar, received a UPI collect request I did not recognise and Rs 32,514 was debited from my KOTAK account without my authorisation.",CASH_TRACED,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-27407,2024-12-30 14:00:00,2024-12-30 18:43:00,761876,Kohima,Nagaland,UPI_FRAUD,15436.53,PNB,"I, Ravi Rao, received a UPI collect request I did not recognise and Rs 15,437 was debited from my PNB account without my authorisation.",UNDER_INVESTIGATION,2.0,0.0,0.0,45.4,58.0
COMP-2024-27408,2024-10-26 19:00:00,2024-10-26 23:05:00,660565,Kozhikode,Kerala,OTP_FRAUD,59698.54,IDBI,"Someone called claiming to be from IDBI and asked for my OTP, after which Rs 59,699 was transferred out of my account. Complainant: Deepa Sharma.",CLOSED,283.0,21.0,0.0,661.0,96.0
COMP-2024-27409,2024-10-16 11:00:00,2024-10-16 16:22:00,938885,Thrissur,Kerala,UPI_FRAUD,2459.62,UNION,"I, Pooja Sharma, received a UPI collect request I did not recognise and Rs 2,460 was debited from my UNION account without my authorisation.",CLOSED,283.0,21.0,0.0,661.0,96.0
COMP-2024-27410,2024-01-30 14:00:00,2024-01-30 14:27:00,618737,Ludhiana,Punjab,UPI_FRAUD,52128.66,ICICI,"I, Sanjay Iyer, received a UPI collect request I did not recognise and Rs 52,129 was debited from my ICICI account without my authorisation.",CLOSED,102.0,31.0,0.5,142.9,66.4
COMP-2024-27411,2024-09-02 20:00:00,2024-09-02 21:20:00,232043,Haridwar,Uttarakhand,KYC_SCAM,130910.51,ICICI,"I got a call saying my ICICI KYC will expire and after sharing OTP Rs 130,911 was withdrawn. This is Ravi Gupta reporting the incident.",UNDER_INVESTIGATION,62.0,18.0,-0.5,146.8,71.5
COMP-2024-27412,2024-09-14 09:00:00,2024-09-14 13:48:00,359311,Khammam,Telangana,LOAN_SCAM,88522.24,HDFC,"I, Manoj Rao, was asked to pay a processing fee of Rs 88,522 through HDFC for an instant loan app that never disbursed any loan.",FILED,593.0,119.0,1.0434782608695652,400.1,79.1
COMP-2024-27413,2024-12-06 11:00:00,2024-12-06 18:55:00,821771,Ludhiana,Punjab,OTP_FRAUD,157281.58,KOTAK,"Someone called claiming to be from KOTAK and asked for my OTP, after which Rs 157,282 was transferred out of my account. Complainant: Vikram Patel.",CASH_TRACED,102.0,31.0,0.5,142.9,66.4
COMP-2024-27414,2024-10-18 22:00:00,2024-10-18 23:23:00,913800,Chennai,Tamil Nadu,UPI_FRAUD,44859.44,ICICI,"I, Amit Patel, received a UPI collect request I did not recognise and Rs 44,859 was debited from my ICICI account without my authorisation.",UNDER_INVESTIGATION,144.0,75.0,0.13333333333333333,252.8,70.7
COMP-2024-27415,2024-09-12 15:00:00,2024-09-12 20:51:00,357064,Gaya,Bihar,UPI_FRAUD,3024.01,BOB,"I, Deepa Nair, received a UPI collect request I did not recognise and Rs 3,024 was debited from my BOB account without my authorisation.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-27416,2024-07-01 15:00:00,2024-07-01 17:37:00,124768,Mysuru,Karnataka,UPI_FRAUD,10788.12,AXIS,"I, Neha Joshi, received a UPI collect request I did not recognise and Rs 10,788 was debited from my AXIS account without my authorisation.",UNDER_INVESTIGATION,1101.0,0.0,0.0,192.1,78.3
COMP-2024-27417,2024-07-02 08:00:00,2024-07-02 10:46:00,367502,Chandigarh,Chandigarh,INVESTMENT_FRAUD,319515.69,AXIS,"I invested Rs 319,516 through AXIS into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Ravi Mehta.",UNDER_INVESTIGATION,26.0,1.0,0.0,240.5,54.4
COMP-2024-27418,2024-10-20 21:00:00,2024-10-21 01:25:00,335826,Muzaffarpur,Bihar,INVESTMENT_FRAUD,21274.5,UNION,"I invested Rs 21,274 through UNION into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Kavita Verma.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-27419,2024-03-21 10:00:00,2024-03-21 15:09:00,758337,Dakshina Kannada,Karnataka,UPI_FRAUD,7119.2,CANARA,"I, Kavita Rao, received a UPI collect request I did not recognise and Rs 7,119 was debited from my CANARA account without my authorisation.",FILED,1101.0,0.0,0.0,192.1,78.3
COMP-2024-27420,2024-09-03 17:00:00,2024-09-03 17:28:00,431847,Jalandhar,Punjab,LOAN_SCAM,24859.42,ICICI,"I, Sunita Joshi, was asked to pay a processing fee of Rs 24,859 through ICICI for an instant loan app that never disbursed any loan.",FILED,102.0,31.0,0.5,142.9,66.4
COMP-2024-27421,2024-04-01 09:00:00,2024-04-01 15:45:00,934160,Srinagar,Jammu and Kashmir,KYC_SCAM,22770.73,ICICI,"I got a call saying my ICICI KYC will expire and after sharing OTP Rs 22,771 was withdrawn. This is Amit Reddy reporting the incident.",FILED,28.0,7.0,0.0,191.4,77.1
COMP-2024-27422,2024-07-03 08:00:00,2024-07-03 09:02:00,113998,Howrah,West Bengal,OTHER,22463.45,SBI,"This is Manoj Singh. An unknown transaction of Rs 22,463 occurred on my SBI account and I suspect fraud.",UNDER_INVESTIGATION,478.0,36.0,2.0,158.5,90.6
COMP-2024-27423,2024-04-27 08:00:00,2024-04-27 10:53:00,667555,Kurnool,Andhra Pradesh,KYC_SCAM,15726.91,IDBI,"I got a call saying my IDBI KYC will expire and after sharing OTP Rs 15,727 was withdrawn. This is Sanjay Joshi reporting the incident.",FILED,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-27424,2024-10-06 09:00:00,2024-10-06 13:30:00,480381,South Delhi,Delhi,UPI_FRAUD,2502.27,BOB,"I, Suresh Iyer, received a UPI collect request I did not recognise and Rs 2,502 was debited from my BOB account without my authorisation.",FILED,98.0,5.0,-1.0,1424.1,30.2
COMP-2024-27425,2024-09-11 22:00:00,2024-09-12 05:12:00,177615,Vijayawada (NTR),Andhra Pradesh,OTP_FRAUD,16368.51,HDFC,"Someone called claiming to be from HDFC and asked for my OTP, after which Rs 16,369 was transferred out of my account. Complainant: Deepa Joshi.",UNDER_INVESTIGATION,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-27426,2024-05-03 22:00:00,2024-05-03 23:40:00,656303,Kurnool,Andhra Pradesh,UPI_FRAUD,133885.42,CANARA,"I, Vikram Singh, received a UPI collect request I did not recognise and Rs 133,885 was debited from my CANARA account without my authorisation.",FILED,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-27427,2024-08-06 11:00:00,2024-08-06 17:11:00,528566,Amritsar,Punjab,UPI_FRAUD,120923.42,ICICI,"I, Anjali Joshi, received a UPI collect request I did not recognise and Rs 120,923 was debited from my ICICI account without my authorisation.",UNDER_INVESTIGATION,102.0,31.0,0.5,142.9,66.4
COMP-2024-27428,2024-11-17 15:00:00,2024-11-17 21:04:00,228926,Gaya,Bihar,UPI_FRAUD,278110.48,UNION,"I, Ravi Gupta, received a UPI collect request I did not recognise and Rs 278,110 was debited from my UNION account without my authorisation.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-27429,2024-08-14 21:00:00,2024-08-14 21:17:00,947626,North Delhi,Delhi,LOAN_SCAM,36167.34,ICICI,"I, Vikram Joshi, was asked to pay a processing fee of Rs 36,167 through ICICI for an instant loan app that never disbursed any loan.",FILED,98.0,5.0,-1.0,1424.1,30.2
COMP-2024-27430,2024-06-19 20:00:00,2024-06-19 21:55:00,728913,Mumbai Suburban,Maharashtra,LOAN_SCAM,114255.31,BOB,"I, Amit Singh, was asked to pay a processing fee of Rs 114,255 through BOB for an instant loan app that never disbursed any loan.",FILED,2380.0,87.0,-0.18181818181818182,297.5,75.3
COMP-2024-27431,2024-10-30 11:00:00,2024-10-30 11:09:00,616282,Hyderabad,Telangana,OTHER,19720.91,BOB,"This is Sunita Nair. An unknown transaction of Rs 19,721 occurred on my BOB account and I suspect fraud.",FILED,593.0,119.0,1.0434782608695652,400.1,79.1
COMP-2024-27432,2024-07-05 15:00:00,2024-07-05 21:39:00,130275,Haridwar,Uttarakhand,UPI_FRAUD,4581.2,AXIS,"I, Amit Patel, received a UPI collect request I did not recognise and Rs 4,581 was debited from my AXIS account without my authorisation.",CLOSED,62.0,18.0,-0.5,146.8,71.5
COMP-2024-27433,2024-10-18 08:00:00,2024-10-18 15:48:00,247048,Vadodara,Gujarat,INVESTMENT_FRAUD,460533.16,IDBI,"I invested Rs 460,533 through IDBI into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Amit Singh.",CASH_TRACED,362.0,70.0,4.125,189.8,89.8
COMP-2024-27434,2024-02-24 18:00:00,2024-02-25 01:37:00,252441,East Sikkim,Sikkim,OTHER,1305.1,UNION,"This is Anjali Mehta. An unknown transaction of Rs 1,305 occurred on my UNION account and I suspect fraud.",UNDER_INVESTIGATION,1.0,0.0,0.0,80.3,55.5
COMP-2024-27435,2024-10-30 22:00:00,2024-10-31 02:38:00,867177,Ganjam,Odisha,INVESTMENT_FRAUD,200518.55,KOTAK,"I invested Rs 200,519 through KOTAK into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Suresh Patel.",CASH_TRACED,317.0,7.0,-1.0,311.2,77.9
COMP-2024-27436,2024-02-26 19:00:00,2024-02-27 01:03:00,947167,Meerut,Uttar Pradesh,UPI_FRAUD,53618.88,UNION,"I, Sanjay Sharma, received a UPI collect request I did not recognise and Rs 53,619 was debited from my UNION account without my authorisation.",FILED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-27437,2024-10-21 20:00:00,2024-10-22 00:07:00,375504,Mumbai Suburban,Maharashtra,KYC_SCAM,3254.13,HDFC,"I got a call saying my HDFC KYC will expire and after sharing OTP Rs 3,254 was withdrawn. This is Rahul Rao reporting the incident.",FILED,2380.0,87.0,-0.18181818181818182,297.5,75.3
COMP-2024-27438,2024-05-05 21:00:00,2024-05-06 03:04:00,404946,Bhagalpur,Bihar,UPI_FRAUD,2061.31,IDBI,"I, Deepa Reddy, received a UPI collect request I did not recognise and Rs 2,061 was debited from my IDBI account without my authorisation.",UNDER_INVESTIGATION,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-27439,2024-11-16 21:00:00,2024-11-17 00:38:00,488505,Dehradun,Uttarakhand,OTHER,4623.98,SBI,"This is Rahul Kumar. An unknown transaction of Rs 4,624 occurred on my SBI account and I suspect fraud.",FILED,62.0,18.0,-0.5,146.8,71.5
COMP-2024-27440,2024-11-27 20:00:00,2024-11-27 23:33:00,601489,West Tripura,Tripura,OTP_FRAUD,4083.89,KOTAK,"Someone called claiming to be from KOTAK and asked for my OTP, after which Rs 4,084 was transferred out of my account. Complainant: Sanjay Rao.",FILED,8.0,1.0,-1.0,88.7,73.1
COMP-2024-27441,2024-08-01 09:00:00,2024-08-01 11:57:00,911357,Lunglei,Mizoram,OTP_FRAUD,30381.1,HDFC,"Someone called claiming to be from HDFC and asked for my OTP, after which Rs 30,381 was transferred out of my account. Complainant: Pooja Joshi.",FILED,1.0,2.0,0.0,291.6,58.0
COMP-2024-27442,2024-06-24 21:00:00,2024-06-25 04:02:00,674915,Bikaner,Rajasthan,OTP_FRAUD,92677.02,AXIS,"Someone called claiming to be from AXIS and asked for my OTP, after which Rs 92,677 was transferred out of my account. Complainant: Pooja Kumar.",UNDER_INVESTIGATION,941.0,90.0,2.0,293.5,49.8
COMP-2024-27443,2024-07-30 17:00:00,2024-07-30 23:51:00,144614,Kota,Rajasthan,UPI_FRAUD,71637.41,BOB,"I, Deepa Reddy, received a UPI collect request I did not recognise and Rs 71,637 was debited from my BOB account without my authorisation.",UNDER_INVESTIGATION,941.0,90.0,2.0,293.5,49.8
COMP-2024-27444,2024-03-10 19:00:00,2024-03-10 21:44:00,437435,Bikaner,Rajasthan,KYC_SCAM,10032.76,SBI,"I got a call saying my SBI KYC will expire and after sharing OTP Rs 10,033 was withdrawn. This is Anjali Mehta reporting the incident.",CASH_TRACED,941.0,90.0,2.0,293.5,49.8
COMP-2024-27445,2024-05-16 10:00:00,2024-05-16 13:41:00,150591,West Sikkim,Sikkim,INVESTMENT_FRAUD,20085.25,SBI,"I invested Rs 20,085 through SBI into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Kavita Verma.",UNDER_INVESTIGATION,1.0,0.0,0.0,80.3,55.5
COMP-2024-27446,2024-03-22 11:00:00,2024-03-22 11:54:00,707265,North Goa,Goa,OTP_FRAUD,5392.3,AXIS,"Someone called claiming to be from AXIS and asked for my OTP, after which Rs 5,392 was transferred out of my account. Complainant: Pooja Iyer.",CASH_TRACED,31.0,0.0,0.0,172.8,75.9
COMP-2024-27447,2024-04-30 20:00:00,2024-05-01 02:58:00,819036,Jorhat,Assam,UPI_FRAUD,27818.17,PNB,"I, Priya Patel, received a UPI collect request I did not recognise and Rs 27,818 was debited from my PNB account without my authorisation.",FILED,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-27448,2024-03-16 15:00:00,2024-03-16 20:46:00,968692,Kamrup Metropolitan,Assam,LOAN_SCAM,4859.66,UNION,"I, Amit Iyer, was asked to pay a processing fee of Rs 4,860 through UNION for an instant loan app that never disbursed any loan.",UNDER_INVESTIGATION,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-27449,2024-07-09 21:00:00,2024-07-10 01:48:00,709200,Ahmedabad,Gujarat,OTP_FRAUD,16051.5,PNB,"Someone called claiming to be from PNB and asked for my OTP, after which Rs 16,052 was transferred out of my account. Complainant: Pooja Singh.",FILED,362.0,70.0,4.125,189.8,89.8
COMP-2024-27450,2024-06-02 09:00:00,2024-06-02 13:16:00,902342,West Delhi,Delhi,KYC_SCAM,95429.24,ICICI,"I got a call saying my ICICI KYC will expire and after sharing OTP Rs 95,429 was withdrawn. This is Neha Joshi reporting the incident.",CASH_TRACED,98.0,5.0,-1.0,1424.1,30.2
COMP-2024-27451,2024-09-12 08:00:00,2024-09-12 13:50:00,996706,Belagavi,Karnataka,KYC_SCAM,155005.84,ICICI,"I got a call saying my ICICI KYC will expire and after sharing OTP Rs 155,006 was withdrawn. This is Ravi Sharma reporting the incident.",UNDER_INVESTIGATION,1101.0,0.0,0.0,192.1,78.3
COMP-2024-27452,2024-11-13 14:00:00,2024-11-13 15:05:00,268193,Muzaffarpur,Bihar,UPI_FRAUD,11514.08,AXIS,"I, Manoj Rao, received a UPI collect request I did not recognise and Rs 11,514 was debited from my AXIS account without my authorisation.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-27453,2024-05-04 11:00:00,2024-05-04 16:54:00,349979,Muzaffarpur,Bihar,UPI_FRAUD,32358.71,HDFC,"I, Rahul Kumar, received a UPI collect request I did not recognise and Rs 32,359 was debited from my HDFC account without my authorisation.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-27454,2024-03-29 20:00:00,2024-03-29 20:36:00,881666,Kurnool,Andhra Pradesh,LOAN_SCAM,21649.24,IDBI,"I, Vikram Verma, was asked to pay a processing fee of Rs 21,649 through IDBI for an instant loan app that never disbursed any loan.",FILED,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-27455,2024-10-09 18:00:00,2024-10-09 20:26:00,291701,East Khasi Hills,Meghalaya,UPI_FRAUD,5083.11,AXIS,"I, Arjun Verma, received a UPI collect request I did not recognise and Rs 5,083 was debited from my AXIS account without my authorisation.",CLOSED,39.0,3.0,0.0,87.6,26.9
COMP-2024-27456,2024-09-15 15:00:00,2024-09-15 20:42:00,171717,Darjeeling,West Bengal,UPI_FRAUD,37842.18,SBI,"I, Pooja Reddy, received a UPI collect request I did not recognise and Rs 37,842 was debited from my SBI account without my authorisation.",FILED,478.0,36.0,2.0,158.5,90.6
COMP-2024-27457,2024-04-28 11:00:00,2024-04-28 11:46:00,464552,Meerut,Uttar Pradesh,UPI_FRAUD,5890.57,KOTAK,"I, Sanjay Iyer, received a UPI collect request I did not recognise and Rs 5,891 was debited from my KOTAK account without my authorisation.",UNDER_INVESTIGATION,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-27458,2024-06-16 19:00:00,2024-06-17 02:58:00,511787,Dhanbad,Jharkhand,OTP_FRAUD,7487.37,BOB,"Someone called claiming to be from BOB and asked for my OTP, after which Rs 7,487 was transferred out of my account. Complainant: Arjun Gupta.",UNDER_INVESTIGATION,259.0,28.0,-0.45454545454545453,124.5,58.2
COMP-2024-27459,2024-04-20 17:00:00,2024-04-20 17:56:00,645090,Varanasi,Uttar Pradesh,UPI_FRAUD,1781.51,SBI,"I, Arjun Singh, received a UPI collect request I did not recognise and Rs 1,782 was debited from my SBI account without my authorisation.",FILED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-27460,2024-04-22 15:00:00,2024-04-22 22:16:00,239653,South Andaman,Andaman and Nicobar Islands,INVESTMENT_FRAUD,1862422.01,KOTAK,"I invested Rs 1,862,422 through KOTAK into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Sanjay Kumar.",CASH_TRACED,3.0,1.0,-1.0,114.4,83.9
COMP-2024-27461,2024-01-21 14:00:00,2024-01-21 16:24:00,690926,Imphal East,Manipur,UPI_FRAUD,12073.94,SBI,"I, Amit Singh, received a UPI collect request I did not recognise and Rs 12,074 was debited from my SBI account without my authorisation.",UNDER_INVESTIGATION,11.0,1.0,0.0,94.6,10.4
COMP-2024-27462,2024-03-09 09:00:00,2024-03-09 15:41:00,277045,Kargil,Ladakh,KYC_SCAM,149145.64,UNION,"I got a call saying my UNION KYC will expire and after sharing OTP Rs 149,146 was withdrawn. This is Sanjay Reddy reporting the incident.",UNDER_INVESTIGATION,0.0,0.0,0.0,146.8,82.4
COMP-2024-27463,2024-10-03 21:00:00,2024-10-03 21:31:00,866747,Cuttack,Odisha,OTP_FRAUD,27860.68,UNION,"Someone called claiming to be from UNION and asked for my OTP, after which Rs 27,861 was transferred out of my account. Complainant: Rahul Reddy.",UNDER_INVESTIGATION,317.0,7.0,-1.0,311.2,77.9
COMP-2024-27464,2024-11-04 20:00:00,2024-11-05 03:33:00,266993,Shimla,Himachal Pradesh,LOAN_SCAM,5173.32,AXIS,"I, Arjun Sharma, was asked to pay a processing fee of Rs 5,173 through AXIS for an instant loan app that never disbursed any loan.",CASH_TRACED,31.0,0.0,0.0,177.8,82.9
COMP-2024-27465,2024-08-19 15:00:00,2024-08-19 16:40:00,301629,South 24 Parganas,West Bengal,LOAN_SCAM,42172.82,SBI,"I, Kavita Rao, was asked to pay a processing fee of Rs 42,173 through SBI for an instant loan app that never disbursed any loan.",FILED,478.0,36.0,2.0,158.5,90.6
COMP-2024-27466,2024-10-15 17:00:00,2024-10-15 18:38:00,957845,Bastar,Chhattisgarh,JOB_SCAM,6516.78,ICICI,"I, Rahul Iyer, paid Rs 6,517 as a registration fee for a work-from-home job offer via ICICI and the recruiter has since stopped responding.",FILED,90.0,9.0,-0.8,246.5,80.4
COMP-2024-27467,2024-06-02 08:00:00,2024-06-02 09:11:00,867517,Varanasi,Uttar Pradesh,UPI_FRAUD,5756.37,BOB,"I, Neha Verma, received a UPI collect request I did not recognise and Rs 5,756 was debited from my BOB account without my authorisation.",UNDER_INVESTIGATION,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-27468,2024-08-02 17:00:00,2024-08-02 18:01:00,171145,Ganjam,Odisha,UPI_FRAUD,34325.19,PNB,"I, Manoj Patel, received a UPI collect request I did not recognise and Rs 34,325 was debited from my PNB account without my authorisation.",UNDER_INVESTIGATION,317.0,7.0,-1.0,311.2,77.9
COMP-2024-27469,2024-11-04 20:00:00,2024-11-05 00:27:00,260082,Gautam Buddh Nagar,Uttar Pradesh,UPI_FRAUD,12115.44,AXIS,"I, Priya Gupta, received a UPI collect request I did not recognise and Rs 12,115 was debited from my AXIS account without my authorisation.",FILED,2639.0,123.0,-0.45098039215686275,171.6,76.1
COMP-2024-27470,2024-06-30 11:00:00,2024-06-30 15:34:00,753162,Dhanbad,Jharkhand,UPI_FRAUD,38330.77,CANARA,"I, Sunita Rao, received a UPI collect request I did not recognise and Rs 38,331 was debited from my CANARA account without my authorisation.",FILED,259.0,28.0,-0.45454545454545453,124.5,58.2
COMP-2024-27471,2024-07-20 08:00:00,2024-07-20 09:31:00,965032,Karnal,Haryana,OTP_FRAUD,9693.99,UNION,"Someone called claiming to be from UNION and asked for my OTP, after which Rs 9,694 was transferred out of my account. Complainant: Vikram Verma.",FILED,401.0,7.0,0.0,418.6,43.3
COMP-2024-27472,2024-08-12 11:00:00,2024-08-12 13:43:00,940658,Ranchi,Jharkhand,UPI_FRAUD,29477.26,HDFC,"I, Manoj Sharma, received a UPI collect request I did not recognise and Rs 29,477 was debited from my HDFC account without my authorisation.",FILED,259.0,28.0,-0.45454545454545453,124.5,58.2
COMP-2024-27473,2024-11-10 21:00:00,2024-11-10 23:08:00,379672,Tirupati,Andhra Pradesh,KYC_SCAM,47705.64,IDBI,"I got a call saying my IDBI KYC will expire and after sharing OTP Rs 47,706 was withdrawn. This is Anjali Patel reporting the incident.",CLOSED,616.0,111.0,0.3235294117647059,299.0,86.5
COMP-2024-27474,2024-02-21 14:00:00,2024-02-21 21:23:00,713920,Patna,Bihar,OTP_FRAUD,6224.93,SBI,"Someone called claiming to be from SBI and asked for my OTP, after which Rs 6,225 was transferred out of my account. Complainant: Kavita Joshi.",FILED,309.0,5.0,-0.6666666666666666,168.1,75.4
COMP-2024-27475,2024-08-03 14:00:00,2024-08-03 14:57:00,691258,Imphal East,Manipur,UPI_FRAUD,20906.3,PNB,"I, Ravi Kumar, received a UPI collect request I did not recognise and Rs 20,906 was debited from my PNB account without my authorisation.",CASH_TRACED,11.0,1.0,0.0,94.6,10.4
COMP-2024-27476,2024-11-23 18:00:00,2024-11-23 18:26:00,398855,Mumbai Suburban,Maharashtra,OTHER,7680.2,HDFC,"This is Kavita Mehta. An unknown transaction of Rs 7,680 occurred on my HDFC account and I suspect fraud.",CLOSED,2380.0,87.0,-0.18181818181818182,297.5,75.3
COMP-2024-27477,2024-08-15 09:00:00,2024-08-15 12:52:00,934694,Bilaspur,Chhattisgarh,OTHER,11818.55,IDBI,"This is Neha Reddy. An unknown transaction of Rs 11,819 occurred on my IDBI account and I suspect fraud.",UNDER_INVESTIGATION,90.0,9.0,-0.8,246.5,80.4
COMP-2024-27478,2024-01-05 16:00:00,2024-01-05 19:05:00,826583,East Khasi Hills,Meghalaya,UPI_FRAUD,1019.38,SBI,"I, Priya Nair, received a UPI collect request I did not recognise and Rs 1,019 was debited from my SBI account without my authorisation.",FILED,39.0,3.0,0.0,87.6,26.9
COMP-2024-27479,2024-09-17 15:00:00,2024-09-17 18:02:00,839816,Silchar (Cachar),Assam,UPI_FRAUD,2693.37,IDBI,"I, Amit Verma, received a UPI collect request I did not recognise and Rs 2,693 was debited from my IDBI account without my authorisation.",UNDER_INVESTIGATION,696.0,465.0,2.451923076923077,167.1,32.6
COMP-2024-27480,2024-07-17 20:00:00,2024-07-18 02:17:00,842276,Kangra,Himachal Pradesh,UPI_FRAUD,5020.95,AXIS,"I, Neha Nair, received a UPI collect request I did not recognise and Rs 5,021 was debited from my AXIS account without my authorisation.",UNDER_INVESTIGATION,31.0,0.0,0.0,177.8,82.9
COMP-2024-27481,2024-12-14 14:00:00,2024-12-14 20:56:00,792762,Tawang,Arunachal Pradesh,KYC_SCAM,18978.09,UNION,"I got a call saying my UNION KYC will expire and after sharing OTP Rs 18,978 was withdrawn. This is Amit Singh reporting the incident.",CASH_TRACED,4.0,0.0,0.0,148.8,47.2
COMP-2024-27482,2024-09-20 11:00:00,2024-09-20 18:48:00,538686,Thrissur,Kerala,UPI_FRAUD,1924.96,PNB,"I, Neha Gupta, received a UPI collect request I did not recognise and Rs 1,925 was debited from my PNB account without my authorisation.",FILED,283.0,21.0,0.0,661.0,96.0
COMP-2024-27483,2024-11-14 17:00:00,2024-11-15 00:01:00,268815,Hisar,Haryana,INVESTMENT_FRAUD,300150.15,KOTAK,"I invested Rs 300,150 through KOTAK into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Sanjay Kumar.",UNDER_INVESTIGATION,401.0,7.0,0.0,418.6,43.3
COMP-2024-27484,2024-10-25 17:00:00,2024-10-25 23:21:00,507987,Tiruchirappalli,Tamil Nadu,LOAN_SCAM,23786.62,KOTAK,"I, Vikram Mehta, was asked to pay a processing fee of Rs 23,787 through KOTAK for an instant loan app that never disbursed any loan.",FILED,144.0,75.0,0.13333333333333333,252.8,70.7
COMP-2024-27485,2024-01-17 17:00:00,2024-01-17 19:24:00,999368,Kangra,Himachal Pradesh,INVESTMENT_FRAUD,550720.63,IDBI,"I invested Rs 550,721 through IDBI into a trading platform recommended in a social media group and am now unable to withdraw. Reported by Vikram Reddy.",UNDER_INVESTIGATION,31.0,0.0,0.0,177.8,82.9
COMP-2024-27486,2024-05-15 11:00:00,2024-05-15 16:42:00,569930,Warangal Urban,Telangana,OTHER,11553.57,IDBI,"This is Arjun Kumar. An unknown transaction of Rs 11,554 occurred on my IDBI account and I suspect fraud.",CLOSED,593.0,119.0,1.0434782608695652,400.1,79.1
